Household,Ouside Temperature (F),Climate,Room Temperature (F),Hour,Predicted Consumption - Before Optimization(KWH),Predicted Consumption - After Optmization(KWH),Actual Consumption (KWH),Predicted Price ($/KWH),Actual Price ($/KWH),Cost to the Marketer - Predicted - Before Optimization($),Cost to the Marketer - Predicted - After Optimization($),Cost to the Marketer - Actual($),Cost to the Consumer - Predicted - Before Optimization($),Cost to the Consumer - Predicted - After Optimization($),Cost to the Consumer - Actual($)
House C,36,Cold,74,7,,,1.43771,,0.0256,,,,,,
House C,42.1,Cold,74,8,,,1.58531,,0.0089,,,,,,
House C,48.9,Cold,74,9,,,1.5274,,0.01887,,,,,,
House C,55.9,Cold,74,10,,,1.59933,,0.0213,,,,,,
House C,62.1,Cold,74,11,,,1.56324,,0.02551,,,,,,
House C,64.9,Cold,74,12,,,1.6915,,0.04746,,,,,,
House C,42.1,Cold,76,1,,,1.62225,,0.01907,,,,,,
House C,42.1,Cold,76,2,,,1.41801,,0.00558,,,,,,
House C,39.9,Cold,76,3,,,1.29205,,0.03016,,,,,,
House C,39.2,Cold,76,4,,,1.2103,,0.03114,,,,,,
House C,39,Cold,76,5,,,1.17629,,0.0173,,,,,,
House C,37.9,Cold,76,6,,,1.19566,,0.0313,,,,,,
House C,36,Cold,76,7,,,1.42387,,0.0256,,,,,,
House C,42.1,Cold,76,8,,,1.58608,,0.0089,,,,,,
House C,48.9,Cold,76,9,,,1.44735,,0.01887,,,,,,
House C,55.9,Cold,76,10,,,1.49439,,0.0213,,,,,,
House C,62.1,Cold,76,11,,,1.61132,,0.02551,,,,,,
House C,64.9,Cold,76,12,,,1.77864,,0.04746,,,,,,
House C,93,Hot,72,1,,,1.813,,0.02897,,,,,,
House C,91,Hot,72,2,,,1.582,,0.02519,,,,,,
House C,90,Hot,72,3,,,1.417,,0.02447,,,,,,
House C,91,Hot,72,4,,,1.288,,0.02334,,,,,,
House C,90,Hot,72,5,,,1.212,,0.02317,,,,,,
House C,89.1,Hot,72,6,,,1.192,,0.024,,,,,,
House C,87.1,Hot,72,7,,,1.192,,0.02456,,,,,,
House C,88,Hot,72,8,,,1.304,,0.02522,,,,,,
House C,90,Hot,72,9,,,1.414,,0.02657,,,,,,
House C,93,Hot,72,10,,,1.597,,0.03097,,,,,,
House C,96.1,Hot,72,11,,,1.75,,0.03677,,,,,,
House C,99,Hot,72,12,,,1.889,,0.04418,,,,,,
House C,93,Hot,74,1,,,1.801,,0.02897,,,,,,
House C,91,Hot,74,2,,,1.574,,0.02519,,,,,,
House C,90,Hot,74,3,,,1.423,,0.02447,,,,,,
House C,91,Hot,74,4,,,1.311,,0.02334,,,,,,
House C,90,Hot,74,5,,,1.23,,0.02317,,,,,,
House C,89.1,Hot,74,6,,,1.25,,0.024,,,,,,
House C,87.1,Hot,74,7,,,1.448,,0.02456,,,,,,
House C,88,Hot,74,8,,,1.575,,0.02522,,,,,,
House C,90,Hot,74,9,,,1.533,,0.02657,,,,,,
House C,93,Hot,74,10,,,1.59,,0.03097,,,,,,
House C,96.1,Hot,74,11,,,1.573,,0.03677,,,,,,
House C,99,Hot,74,12,,,1.696,,0.04418,,,,,,
House C,93,Hot,76,1,,,1.625,,0.02897,,,,,,
House C,91,Hot,76,2,,,1.412,,0.02519,,,,,,
House C,90,Hot,76,3,,,1.296,,0.02447,,,,,,
House C,91,Hot,76,4,,,1.202,,0.02334,,,,,,
House C,90,Hot,76,5,,,1.162,,0.02317,,,,,,
House C,89.1,Hot,76,6,,,1.193,,0.024,,,,,,
House C,87.1,Hot,76,7,,,1.429,,0.02456,,,,,,
House C,88,Hot,76,8,,,1.577,,0.02522,,,,,,
House C,90,Hot,76,9,,,1.454,,0.02657,,,,,,
House C,93,Hot,76,10,,,1.496,,0.03097,,,,,,
House C,96.1,Hot,76,11,,,1.617,,0.03677,,,,,,
House C,99,Hot,76,12,,,1.777,,0.04418,,,,,,
House C,69.1,Normal,72,1,,,1.81424,,0.02801,,,,,,
House C,66.9,Normal,72,2,,,1.59168,,0.01557,,,,,,
House C,64.9,Normal,72,3,,,1.42385,,0.02882,,,,,,
House C,66.2,Normal,72,4,,,1.29788,,0.03295,,,,,,
House C,64,Normal,72,5,,,1.20808,,0.02559,,,,,,
House C,62.6,Normal,72,6,,,1.18584,,0.02597,,,,,,
House C,68,Normal,72,7,,,1.18234,,0.02125,,,,,,
House C,66.9,Normal,72,8,,,1.29744,,0.01583,,,,,,
House C,69.1,Normal,72,9,,,1.41277,,0.01724,,,,,,
House C,72,Normal,72,10,,,1.59509,,0.03097,,,,,,
House C,75.9,Normal,72,11,,,1.75701,,0.03415,,,,,,
House C,80.1,Normal,72,12,,,1.89308,,0.04353,,,,,,
House C,69.1,Normal,74,1,,,1.80849,,0.02801,,,,,,
House C,66.9,Normal,74,2,,,1.57981,,0.01557,,,,,,
House C,64.9,Normal,74,3,,,1.42218,,0.02882,,,,,,
House C,66.2,Normal,74,4,,,1.30694,,0.03295,,,,,,
House C,64,Normal,74,5,,,1.23678,,0.02559,,,,,,
House C,62.6,Normal,74,6,,,1.24219,,0.02597,,,,,,
House C,68,Normal,74,7,,,1.44434,,0.02125,,,,,,
House C,66.9,Normal,74,8,,,1.5766,,0.01583,,,,,,
House C,69.1,Normal,74,9,,,1.52468,,0.01724,,,,,,
House C,72,Normal,74,10,,,1.59436,,0.03097,,,,,,
House C,75.9,Normal,74,11,,,1.57048,,0.03415,,,,,,
House C,80.1,Normal,74,12,,,1.68809,,0.04353,,,,,,
House C,69.1,Normal,76,1,,,1.62094,,0.02801,,,,,,
House C,66.9,Normal,76,2,,,1.41007,,0.01557,,,,,,
House C,64.9,Normal,76,3,,,1.28637,,0.02882,,,,,,
House C,66.2,Normal,76,4,,,1.20211,,0.03295,,,,,,
House C,64,Normal,76,5,,,1.17155,,0.02559,,,,,,
House C,62.6,Normal,76,6,,,1.19582,,0.02597,,,,,,
House C,68,Normal,76,7,,,1.42514,,0.02125,,,,,,
House C,66.9,Normal,76,8,,,1.58529,,0.01583,,,,,,
House C,69.1,Normal,76,9,,,1.44951,,0.01724,,,,,,
House C,72,Normal,76,10,,,1.49094,,0.03097,,,,,,
House C,75.9,Normal,76,11,,,1.62104,,0.03415,,,,,,
House C,80.1,Normal,76,12,,,1.77631,,0.04353,,,,,,
House D,42.1,Cold,72,1,,,2.52035,,0.01907,,,,,,
House D,42.1,Cold,72,2,,,2.23074,,0.00558,,,,,,
House D,39.9,Cold,72,3,,,2.02113,,0.03016,,,,,,
House D,39.2,Cold,72,4,,,1.88,,0.03114,,,,,,
House D,39,Cold,72,5,,,1.73124,,0.0173,,,,,,
House D,37.9,Cold,72,6,,,1.70052,,0.0313,,,,,,
House D,36,Cold,72,7,,,1.63187,,0.0256,,,,,,
House D,42.1,Cold,72,8,,,1.76444,,0.0089,,,,,,
House D,48.9,Cold,72,9,,,1.87808,,0.01887,,,,,,
House D,55.9,Cold,72,10,,,2.14497,,0.0213,,,,,,
House D,62.1,Cold,72,11,,,2.56689,,0.02551,,,,,,
House D,64.9,Cold,72,12,,,3.03108,,0.04746,,,,,,
House D,42.1,Cold,74,1,,,2.52577,,0.01907,,,,,,
House D,42.1,Cold,74,2,,,2.24689,,0.00558,,,,,,
House D,39.9,Cold,74,3,,,2.01776,,0.03016,,,,,,
House D,39.2,Cold,74,4,,,1.87487,,0.03114,,,,,,
House D,39,Cold,74,5,,,1.78447,,0.0173,,,,,,
House D,37.9,Cold,74,6,,,1.73412,,0.0313,,,,,,
House D,36,Cold,74,7,,,1.673,,0.0256,,,,,,
House D,42.1,Cold,74,8,,,1.77141,,0.0089,,,,,,
House D,48.9,Cold,74,9,,,1.88258,,0.01887,,,,,,
House D,55.9,Cold,74,10,,,2.19671,,0.0213,,,,,,
House D,62.1,Cold,74,11,,,2.57058,,0.02551,,,,,,
House D,64.9,Cold,74,12,,,2.99,,0.04746,,,,,,
House D,42.1,Cold,76,1,,,2.31893,,0.01907,,,,,,
House D,42.1,Cold,76,2,,,2.05869,,0.00558,,,,,,
House D,39.9,Cold,76,3,,,1.90975,,0.03016,,,,,,
House D,39.2,Cold,76,4,,,1.72905,,0.03114,,,,,,
House D,39,Cold,76,5,,,1.68386,,0.0173,,,,,,
House D,37.9,Cold,76,6,,,1.68378,,0.0313,,,,,,
House D,36,Cold,76,7,,,1.72653,,0.0256,,,,,,
House D,42.1,Cold,76,8,,,1.80305,,0.0089,,,,,,
House D,48.9,Cold,76,9,,,1.85222,,0.01887,,,,,,
House D,55.9,Cold,76,10,,,1.97896,,0.0213,,,,,,
House D,62.1,Cold,76,11,,,2.35729,,0.02551,,,,,,
House D,64.9,Cold,76,12,,,2.8237,,0.04746,,,,,,
House D,93,Hot,72,1,,,2.508,,0.02897,,,,,,
House D,91,Hot,72,2,,,2.231,,0.02519,,,,,,
House D,90,Hot,72,3,,,2.031,,0.02447,,,,,,
House D,91,Hot,72,4,,,1.881,,0.02334,,,,,,
House D,90,Hot,72,5,,,1.748,,0.02317,,,,,,
House D,89.1,Hot,72,6,,,1.703,,0.024,,,,,,
House D,87.1,Hot,72,7,,,1.631,,0.02456,,,,,,
House D,88,Hot,72,8,,,1.768,,0.02522,,,,,,
House D,90,Hot,72,9,,,1.876,,0.02657,,,,,,
House D,93,Hot,72,10,,,2.156,,0.03097,,,,,,
House D,96.1,Hot,72,11,,,2.566,,0.03677,,,,,,
House D,99,Hot,72,12,,,3.037,,0.04418,,,,,,
House D,93,Hot,74,1,,,2.532,,0.02897,,,,,,
House D,91,Hot,74,2,,,2.241,,0.02519,,,,,,
House D,90,Hot,74,3,,,2.019,,0.02447,,,,,,
House D,91,Hot,74,4,,,1.887,,0.02334,,,,,,
House D,90,Hot,74,5,,,1.782,,0.02317,,,,,,
House D,89.1,Hot,74,6,,,1.746,,0.024,,,,,,
House D,87.1,Hot,74,7,,,1.657,,0.02456,,,,,,
House D,88,Hot,74,8,,,1.786,,0.02522,,,,,,
House D,90,Hot,74,9,,,1.887,,0.02657,,,,,,
House D,93,Hot,74,10,,,2.209,,0.03097,,,,,,
House D,96.1,Hot,74,11,,,2.581,,0.03677,,,,,,
House D,99,Hot,74,12,,,2.972,,0.04418,,,,,,
House D,93,Hot,76,1,,,2.321,,0.02897,,,,,,
House D,91,Hot,76,2,,,2.045,,0.02519,,,,,,
House D,90,Hot,76,3,,,1.907,,0.02447,,,,,,
House D,91,Hot,76,4,,,1.738,,0.02334,,,,,,
House D,90,Hot,76,5,,,1.682,,0.02317,,,,,,
House D,89.1,Hot,76,6,,,1.68,,0.024,,,,,,
House D,87.1,Hot,76,7,,,1.722,,0.02456,,,,,,
House D,88,Hot,76,8,,,1.81,,0.02522,,,,,,
House D,90,Hot,76,9,,,1.843,,0.02657,,,,,,
House D,93,Hot,76,10,,,1.975,,0.03097,,,,,,
House D,96.1,Hot,76,11,,,2.357,,0.03677,,,,,,
House D,99,Hot,76,12,,,2.836,,0.04418,,,,,,
House D,69.1,Normal,72,1,,,2.51568,,0.02801,,,,,,
House D,66.9,Normal,72,2,,,2.23387,,0.01557,,,,,,
House D,64.9,Normal,72,3,,,2.02674,,0.02882,,,,,,
House D,66.2,Normal,72,4,,,1.88676,,0.03295,,,,,,
House D,64,Normal,72,5,,,1.74069,,0.02559,,,,,,
House D,62.6,Normal,72,6,,,1.69475,,0.02597,,,,,,
House D,68,Normal,72,7,,,1.63212,,0.02125,,,,,,
House D,66.9,Normal,72,8,,,1.75943,,0.01583,,,,,,
House D,69.1,Normal,72,9,,,1.8718,,0.01724,,,,,,
House D,72,Normal,72,10,,,2.1465,,0.03097,,,,,,
House D,75.9,Normal,72,11,,,2.56222,,0.03415,,,,,,
House D,80.1,Normal,72,12,,,3.03516,,0.04353,,,,,,
House D,69.1,Normal,74,1,,,2.52207,,0.02801,,,,,,
House D,66.9,Normal,74,2,,,2.24819,,0.01557,,,,,,
House D,64.9,Normal,74,3,,,2.01659,,0.02882,,,,,,
House D,66.2,Normal,74,4,,,1.88325,,0.03295,,,,,,
House D,64,Normal,74,5,,,1.79085,,0.02559,,,,,,
House D,62.6,Normal,74,6,,,1.74384,,0.02597,,,,,,
House D,68,Normal,74,7,,,1.66398,,0.02125,,,,,,
House D,66.9,Normal,74,8,,,1.77754,,0.01583,,,,,,
House D,69.1,Normal,74,9,,,1.88312,,0.01724,,,,,,
House D,72,Normal,74,10,,,2.20066,,0.03097,,,,,,
House D,75.9,Normal,74,11,,,2.57718,,0.03415,,,,,,
House D,80.1,Normal,74,12,,,2.9815,,0.04353,,,,,,
House D,69.1,Normal,76,1,,,2.32741,,0.02801,,,,,,
House D,66.9,Normal,76,2,,,2.0548,,0.01557,,,,,,
House D,64.9,Normal,76,3,,,1.91369,,0.02882,,,,,,
House D,66.2,Normal,76,4,,,1.73126,,0.03295,,,,,,
House D,64,Normal,76,5,,,1.68268,,0.02559,,,,,,
House D,62.6,Normal,76,6,,,1.68913,,0.02597,,,,,,
House D,68,Normal,76,7,,,1.71855,,0.02125,,,,,,
House D,66.9,Normal,76,8,,,1.81009,,0.01583,,,,,,
House D,69.1,Normal,76,9,,,1.85148,,0.01724,,,,,,
House D,72,Normal,76,10,,,1.98004,,0.03097,,,,,,
House D,75.9,Normal,76,11,,,2.35383,,0.03415,,,,,,
House D,80.1,Normal,76,12,,,2.82646,,0.04353,,,,,,
